the_geom,physicalid,l_low_hn,l_high_hn,r_low_hn,r_high_hn,l_zip,r_zip,status,bike_lane,trafdir,rw_type,pre_type,post_type,objectid,fcc,left_side_block_face_id,right_side_block_face_id,average_travel_time,roadway_jurisdiction,nominaldir,accessible,nonped,borough_code,borough_indicator,segloc_status,san_district_inc,left_side_subset,right_side_subset,continuous_parity_flag,twisted_parity_flag,posted_speed,segment_length,street_width,street_width_irr,special_disaster,fire_lane,created_date,modified_date,within_bndy_dist,truck_route_type,collection_method,from_level_code,to_level_code,b5sc,snow_priority,joinid,bphys_id,cartography_display_level,number_travel_lanes,number_park_lanes,number_total_lane,pre_modifier,pre_directional,post_directional,post_modifier,full_street_name,bike_traffic_direction,shape__length,globalid,segment_type,segment_type_value,street_name,street_name_label,geometry
"MULTILINESTRING ((-74.001885362827 40.71940581094, -74.001525237002 40.71982898088, -74.001425809712 40.71994543894))",145.587,419,431,418,432,10013.0,10013.0,2,,TF,1,,,104.28,,1.222.602.774,1.222.604.542,,,,,,1,,X,,1A,1A,,N,25.0,"234,26572415",44.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:19:39 PM,,2.0,,13,13,113610,C,,,10.0,2.0,2.0,4.0,,,,,BROADWAY,,"94,33467983548",1d0e1c6c-e072-48d3-81eb-a44a5d4f7f62,,,BROADWAY,BROADWAY,"MULTILINESTRING ((-74.001885 40.719406, -74.001525 40.719829, -74.001426 40.719945))"
"MULTILINESTRING ((-74.016722728594 40.703898058979, -74.016710164094 40.703898240176, -74.016697597771 40.703898319567, -74.016685031049 40.703898297146), (-74.016685031049 40.703898297146, -74.016672465353 40.703898172749, -74.016659902109 40.703897946555, -74.016647342741 40.70389761859), (-74.016647342741 40.70389761859, -74.016632991318 40.703896565998, -74.016618700807 40.703895110527, -74.01660449073 40.703893254163), (-74.01660449073 40.703893254163, -74.016590380843 40.703890999502, -74.016576390069 40.703888349583, -74.016562537519 40.703885308028))",178.721,,,,,10004.0,10004.0,2,,NV,6,,PATH,113.88,,,,,,,,,1,,,,,,,N,,"20,90599791",,,,,2017 Feb 16 11:36:58 AM,2017 Feb 17 02:29:13 PM,,,,13,13,100786,,,,,,,,,,,,BATTERY PARK PATH,,"18,02486880479",ce5f3166-faa9-48c0-a1d1-be5b4698fec5,,,BATTERY PARK,BATTERY PARK PATH,"MULTILINESTRING ((-74.016723 40.703898, -74.01671 40.703898, -74.016698 40.703898, -74.016685 40.703898), (-74.016685 40.703898, -74.016672 40.703898, -74.01666 40.703898, -74.016647 40.703898), (-74.016647 40.703898, -74.016633 40.703897, -74.016619 40.703895, -74.016604 40.703893), (-74.016604 40.703893, -74.01659 40.703891, -74.016576 40.703888, -74.016563 40.703885))"
"MULTILINESTRING ((-74.016466783217 40.705688439865, -74.016667558643 40.705114941199, -74.016708577902 40.704984878382))",129.152,,,,,10004.0,10004.0,2,,FT,2,,,126.975,,1.222.607.153,1.222.607.159,,,,,V,1,,,,,,,N,35.0,"118,99093375",22.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:49:51 AM,,,,13,9,197010,C,,,30.0,2.0,0.0,2.0,,,,,BATTERY PARK UNDERPASS,,"106,76824912637",4ca3b686-8772-4d25-8c6f-13694d3b9203,,,BATTERY PARK UNDERPASS,BATTERY PARK UNDERPASS,"MULTILINESTRING ((-74.016467 40.705688, -74.016668 40.705115, -74.016709 40.704985))"
"MULTILINESTRING ((-74.004154691776 40.717747750358, -74.003677949378 40.718326002026))",91.607,2,8,1,9,10013.0,10013.0,2,,TW,1,,PL,82.812,,1.222.607.082,1.222.607.075,,3.0,,,,1,,,,3A,3A,,N,,"248,69450528",16.0,,,,2007 Nov 29 12:00:00 AM,2020 Jan 06 12:56:54 PM,,,,13,13,120880,H,,,,1.0,0.0,1.0,,,,,FRANKLIN PL,,"100,14766481493",44d18943-73aa-4459-84d3-286ad84d7019,,,FRANKLIN,FRANKLIN PL,"MULTILINESTRING ((-74.004155 40.717748, -74.003678 40.718326))"
"MULTILINESTRING ((-74.014407391779 40.713985914054, -74.015085235367 40.714284311184, -74.01514051727 40.714308646766))",146.701,120,146,119,147,10281.0,10282.0,2,3.0,TW,1,,ST,104.632,,212.261.990,212.260.485,,,,,,1,,,,1A,1A,,N,25.0,"376,94966775",32.0,,,,2009 Jun 16 12:00:00 AM,2018 Apr 19 03:17:22 PM,,,,13,13,132700,C,,,,2.0,2.0,4.0,,,,,VESEY ST,TW,"94,37666072036",9bd541f6-18f2-4a1b-aff5-50f0c5d08745,,,VESEY,VESEY ST,"MULTILINESTRING ((-74.014407 40.713986, -74.015085 40.714284, -74.015141 40.714309))"
"MULTILINESTRING ((-74.014621174213 40.706148605103, -74.01445071262 40.706444917479), (-74.01445071262 40.706444917479, -74.014438304815 40.706478221704, -74.014422193365 40.706510594541, -74.014402496735 40.706541797956, -74.014379359754 40.706571602515, -74.014352952546 40.70659978907, -74.014323469281 40.706626150368, -74.014291126747 40.70665049258, -74.014256162756 40.706672636722, -74.014218834396 40.706692419972, -74.01417941614 40.706709696868))",88.988,,,,,10006.0,10006.0,2,,FT,9,,EXIT,80.57,,212.260.254,212.261.735,,,,,V,1,,,,,,,N,,"172,03787319",20.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:25:13 PM,,3.0,,13,13,197040,V,,,,2.0,0.0,2.0,,,,,HUGH L CAREY TUNNEL EXIT,,"98,2274744542",1fd9fafe-de0a-4647-ac15-67a87d6f6638,,,HUGH L CAREY TUNNEL,HUGH L CAREY TUNNEL EXIT,"MULTILINESTRING ((-74.014621 40.706149, -74.014451 40.706445), (-74.014451 40.706445, -74.014438 40.706478, -74.014422 40.706511, -74.014402 40.706542, -74.014379 40.706572, -74.014353 40.7066, -74.014323 40.706626, -74.014291 40.70665, -74.014256 40.706673, -74.014219 40.706692, -74.014179 40.70671))"
"MULTILINESTRING ((-74.008833262921 40.71380418721, -74.010129409007 40.714391006138))",83.694,34,62,33,63,10007.0,10007.0,2,2.0,FT,1,,ST,75.746,,212.261.389,212.260.807,,,,,,1,,,,1A,1A,,N,25.0,"418,11462829",34.0,,,,2007 Nov 29 12:00:00 AM,2022 May 02 04:20:19 PM,,,,13,13,127050,C,,,,1.0,2.0,3.0,,,,,MURRAY ST,FT,"168,06556661943",9b33fcb9-3af9-4408-916a-98402e72143e,,,MURRAY,MURRAY ST,"MULTILINESTRING ((-74.008833 40.713804, -74.010129 40.714391))"
"MULTILINESTRING ((-73.996060025123 40.716239880432, -73.996069265591 40.716083255306, -73.996058950314 40.716029850219, -73.996057292256 40.716021263402, -73.995801297356 40.715700231551, -73.995771333437 40.715669243668, -73.995704298206 40.715513182813))",148.507,,,,,10002.0,10002.0,2,,FT,9,,BRG,105.029,,212.260.064,1.222.600.356,,,,,V,1,,,,1A,1A,,N,35.0,"290,58969342",35.0,,,,2007 Nov 29 12:00:00 AM,2024 Apr 21 10:21:10 PM,,3.0,,13,13,197950,V,,,10.0,2.0,0.0,2.0,,,,,MANHATTAN BRG,,"117,06750801264",218d55fe-30f6-4601-9cca-cbf84e670a13,,,MANHATTAN,MANHATTAN BRG,"MULTILINESTRING ((-73.99606 40.71624, -73.996069 40.716083, -73.996059 40.71603, -73.996057 40.716021, -73.995801 40.7157, -73.995771 40.715669, -73.995704 40.715513))"
"MULTILINESTRING ((-73.996064374082 40.709126953619, -73.996053477064 40.709086133096, -73.996045759929 40.709056128229))",131.81,,,,,10002.0,10002.0,2,2.0,NV,6,,PATH,102.096,,0,0,,,,,,1,,X,,,,,N,,,0.0,,,,2011 May 18 10:44:16 AM,2020 Apr 14 03:21:37 PM,,,,13,13,100059,,,,,0.0,0.0,0.0,,,,,BIKE PATH,TW,"10,6054217114",b139315e-f702-4b25-b08a-49317780e1d6,,,BIKE,BIKE PATH,"MULTILINESTRING ((-73.996064 40.709127, -73.996053 40.709086, -73.996046 40.709056))"
"MULTILINESTRING ((-74.016811756853 40.705145145477, -74.016586977412 40.705715687984, -74.016433282456 40.706113529552, -74.016297735284 40.706453828951))",275.0,,,,,10004.0,10004.0,2,,TF,2,,ST,127.745,,1.222.600.930,1.222.607.181,,,,,,1,,,,1A,1A,,N,30.0,"182,90508117",22.0,,,,2007 Nov 29 12:00:00 AM,2020 Jan 09 10:13:22 AM,,2.0,,13,13,111115,C,,,,2.0,0.0,2.0,,,,,WEST ST,,"200,51420077",1546f59d-354d-4c6c-ae93-217a977ad760,,,WEST,WEST ST,"MULTILINESTRING ((-74.016812 40.705145, -74.016587 40.705716, -74.016433 40.706114, -74.016298 40.706454))"
"MULTILINESTRING ((-73.990529917279 40.719167972526, -73.990408537341 40.719129177333, -73.990287168993 40.719090382683))",4.149,,,,,10002.0,10002.0,2,1.0,FT,1,,ST,3.454,,,,,,,,,1,,,,2B,2B,,N,25.0,"36,49178436",54.0,,,,2007 Nov 29 12:00:00 AM,2020 Apr 14 12:33:35 PM,,3.0,,13,13,116310,C,,,,4.0,0.0,4.0,,,,,DELANCEY ST,TW,"29,32732345721",b135866e-3b7d-4f5d-a464-c36875ca1cd7,,,DELANCEY,DELANCEY ST,"MULTILINESTRING ((-73.99053 40.719168, -73.990409 40.719129, -73.990287 40.71909))"
"MULTILINESTRING ((-74.000118512611 40.707903313255, -74.000015215932 40.707990725273))",131.652,,,,,10038.0,10038.0,2,,TF,3,,,102.027,,212.260.049,212.260.030,,,,,V,1,,,,,,,N,,"396,39274556",16.0,,,,2007 Nov 29 12:00:00 AM,2022 Jun 17 09:18:24 AM,,,,17,17,110800,C,,,,1.0,0.0,1.0,,,,,FDR DRIVE SB ENTRANCE PEARL ST,,"17,23375357611",77a92365-62a0-4055-93f5-dedc507f3985,,,FDR DRIVE SB ENTRANCE PEARL ST,FDR DRIVE SB ENTRANCE PEARL ST,"MULTILINESTRING ((-74.000119 40.707903, -74.000015 40.707991))"
"MULTILINESTRING ((-74.016297735284 40.706453828951, -74.01618705435 40.706736387796))",145.254,,,,,10004.0,10004.0,2,,TF,2,,ST,127.516,,1.222.600.930,1.222.605.403,,,,,,1,,,,1A,1A,,N,30.0,"150,68191938",32.0,,,,2007 Nov 29 12:00:00 AM,2020 Jan 09 10:13:22 AM,,2.0,,13,13,111115,C,,,,3.0,0.0,3.0,,,,,WEST ST,,"43,2838483728",b9b89d65-234a-49f9-b567-9053b8080f1a,,,WEST,WEST ST,"MULTILINESTRING ((-74.016298 40.706454, -74.016187 40.706736))"
"MULTILINESTRING ((-74.015172592107 40.708985770741, -74.015344611054 40.708505055259, -74.015432746067 40.708287785627, -74.01552560655 40.708058865281))",147.409,,,,,10006.0,10006.0,2,,FT,1,,EN,104.795,,212.260.143,212.261.909,,,,,V,1,,,,,,,N,25.0,"357,91040603",26.0,,,,2007 Nov 29 12:00:00 AM,2023 Mar 21 10:27:54 AM,,3.0,,13,9,197030,V,,,,2.0,0.0,2.0,,,,,HUGH L CAREY TUNNEL EN,,"141,6970123605",9011b2f2-c566-4230-9bd1-f4f0fd293ad3,,,HUGH L CAREY TUNNEL,HUGH L CAREY TUNNEL EN,"MULTILINESTRING ((-74.015173 40.708986, -74.015345 40.708505, -74.015433 40.708288, -74.015526 40.708059))"
"MULTILINESTRING ((-73.998590554222 40.717107751846, -73.997931796789 40.71816693133))",16.663,99,127,100,128,10013.0,10013.0,2,,FT,1,,ST,14.851,,1.222.603.329,1.222.604.995,,,,,,1,,,,1F,1F,,N,25.0,"426,9184352",24.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:56:42 AM,,,,13,13,126990,H,,,,1.0,2.0,3.0,,,,,MULBERRY ST,,"171,98220491237",44433c36-6495-43c5-a252-598c152eca43,,,MULBERRY,MULBERRY ST,"MULTILINESTRING ((-73.998591 40.717108, -73.997932 40.718167))"
"MULTILINESTRING ((-74.016771646296 40.704640429151, -74.016701125404 40.704641429157, -74.016638596124 40.70464164846))",131.876,,,,,10280.0,10280.0,2,1.0,NV,6,,,102.131,,,,,,,,,1,,,,,,,N,,,,,,,2011 May 18 12:31:00 PM,2018 Apr 19 03:18:04 PM,,,,13,13,100103,,,,,,,,,,,,BATTERY PARK GREENWAY,TW,"14,81252522219",418c3407-aa0a-45a4-93f7-abeda431947d,,,BATTERY PARK GREENWAY,BATTERY PARK GREENWAY,"MULTILINESTRING ((-74.016772 40.70464, -74.016701 40.704641, -74.016639 40.704642))"
"MULTILINESTRING ((-73.998888485312 40.71260680569, -73.998679007231 40.711886646924))",79.919,16,38,19,37,10038.0,10038.0,2,,FT,1,,ST,72.313,,212.260.652,212.261.461,,,,,,1,,,,1A,1A,,N,25.0,"268,72571229",20.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:51:32 AM,,,,13,13,123690,H,,,,1.0,0.0,1.0,,,,,JAMES ST,,"108,30307737482",9bea9b3e-0942-4ef0-9d19-e41c63a5dbc4,,,JAMES,JAMES ST,"MULTILINESTRING ((-73.998888 40.712607, -73.998679 40.711887))"
"MULTILINESTRING ((-73.99189115966 40.714906907203, -73.992383884922 40.715055966115))",681.0,54,60,55,67,10002.0,10002.0,2,3.0,TW,1,,ST,550.0,,212.261.649,212.261.412,,,,,,1,,,,2B,2B,,N,25.0,"146,99241388",44.0,,,,2007 Nov 29 12:00:00 AM,2018 Apr 19 02:55:22 PM,,,,13,13,114010,C,,,,2.0,2.0,4.0,,,,,CANAL ST,TW,"59,05728988652",a356cde6-9901-4690-a30b-2318217c80f9,,,CANAL,CANAL ST,"MULTILINESTRING ((-73.991891 40.714907, -73.992384 40.715056))"
"MULTILINESTRING ((-74.009937564396 40.701911800784, -74.009435272138 40.701978201609))",96.649,,,,,10004.0,10004.0,2,,FT,9,,,87.391,,212.260.955,212.260.110,,,,,V,1,,,,,,,N,,"141,35739288",28.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:42:32 AM,,,,13,13,110540,C,,,,1.0,0.0,1.0,,,,,FDR DRIVE EXIT 1 NB,,"56,75864231562",06d2534b-2b8e-41d0-802a-3e4d22fbca71,,,FDR DRIVE EXIT 1 NB,FDR DRIVE EXIT 1 NB,"MULTILINESTRING ((-74.009938 40.701912, -74.009435 40.701978))"
"MULTILINESTRING ((-74.012999140659 40.703107753622, -74.012879818196 40.702672738734, -74.012828012825 40.702416864112))",128.0,39,63,34,64,10004.0,10004.0,2,1.0,TF,1,,ST,91.0,,212.261.131,212.261.400,,,,,,1,,,,1B,1B,,N,25.0,"94,32293444",24.0,,,,2007 Nov 29 12:00:00 AM,2022 Oct 11 09:44:52 AM,,,,13,13,145340,C,,,,1.0,1.0,2.0,,,,,WHITEHALL ST,FT,"103,25634523852",73f714b6-85dc-478e-8d03-da4c225cd494,,,WHITEHALL,WHITEHALL ST,"MULTILINESTRING ((-74.012999 40.703108, -74.01288 40.702673, -74.012828 40.702417))"
"MULTILINESTRING ((-74.005324998711 40.718281587197, -74.005175503449 40.719012835384))",1.044,1,3,0,0,10013.0,10013.0,2,1.0,FT,1,AVE,,853.0,,1.222.604.680,1.222.606.724,,,,,,1,,,,3B,3B,,N,25.0,"269,61973717",55.0,,,,2007 Nov 29 12:00:00 AM,2024 May 15 10:11:02 AM,,2.0,,13,13,110510,C,,,,3.0,2.0,5.0,,,,,AVE OF THE AMERICAS,FT,"108,68343384376",45b38da4-900d-47ca-971f-6e6f5e12e685,,,OF THE AMERICAS,AVE OF THE AMERICAS,"MULTILINESTRING ((-74.005325 40.718282, -74.005176 40.719013))"
"MULTILINESTRING ((-74.002709766854 40.712616099109, -74.002311910063 40.712744781765, -74.000897702243 40.713055653543))",199.757,100,154,0,0,10007.0,10007.0,2,,TF,1,,ROW,131.532,,,,,,,,,1,,,,3B,3B,,N,,"528,50114608",,,,,2017 Aug 28 11:10:56 AM,2023 Apr 10 12:31:44 PM,,,,13,13,127890,H,,,,,,,,,,,PARK ROW,,"212,06815631879",b1f0c8d6-b029-4276-9597-fbe9e317ad58,,,PARK,PARK ROW,"MULTILINESTRING ((-74.00271 40.712616, -74.002312 40.712745, -74.000898 40.713056))"
"MULTILINESTRING ((-74.006021694986 40.706150601175, -74.005691968728 40.706383300927))",124.0,156,158,155,159,10038.0,10038.0,2,,TW,1,,ST,88.0,,212.261.655,212.261.036,,,,,,1,,,,1B,1B,,N,25.0,"124,67887658",60.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:20:51 PM,,2.0,,13,13,133490,C,,,,4.0,2.0,6.0,,,,,WATER ST,,"50,14911290904",44b1a3f4-f247-49b1-af41-6c7025600683,,,WATER,WATER ST,"MULTILINESTRING ((-74.006022 40.706151, -74.005692 40.706383))"
"MULTILINESTRING ((-73.996077235653 40.709801863829, -73.99410344126 40.710095045187))",1.906,394,432,393,429,10002.0,10002.0,2,2.0,FT,1,,ST,1.573,,212.261.665,212.261.659,,,,,,1,,,,1A,1A,,N,25.0,"557,69131587",38.0,,,,2007 Nov 29 12:00:00 AM,2020 Apr 14 12:43:40 PM,,,,13,13,133490,S,,,,2.0,2.0,4.0,,,,,WATER ST,FT,"223,90046769241",98a7908a-da37-4c90-8280-c71fc06c5b51,,,WATER,WATER ST,"MULTILINESTRING ((-73.996077 40.709802, -73.994103 40.710095))"
"MULTILINESTRING ((-74.016579904422 40.705097437722, -74.016607398055 40.704971229511))",77.458,,,,,10004.0,10004.0,2,,TF,2,,,130.045,,1.222.607.157,1.222.606.819,,,,,V,1,,,,,,,N,30.0,"113,76813313",22.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 10:05:32 AM,,,,9,9,197010,C,,,30.0,2.0,0.0,2.0,,,,,BATTERY PARK UNDERPASS,,"18,78400482735",6a22e106-ccdc-475a-91a7-eb7a4acbb33a,,,BATTERY PARK UNDERPASS,BATTERY PARK UNDERPASS,"MULTILINESTRING ((-74.01658 40.705097, -74.016607 40.704971))"
"MULTILINESTRING ((-73.997995688542 40.713686981009, -73.997910137808 40.713727580947, -73.997827578964 40.713771621497, -73.997748250751 40.713818975299), (-73.997748250751 40.713818975299, -73.997672382479 40.713869505336, -73.997600193621 40.713923065558, -73.997531892927 40.713979501076), (-73.997531892927 40.713979501076, -73.997487728907 40.71402433637))",101.099,,,,,10038.0,10038.0,2,,FT,1,,SQ,91.344,,212.260.350,212.261.321,,,,,,1,,,,1A,1A,,N,25.0,"181,07256834",34.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:16:42 PM,,2.0,,13,13,114930,C,,,,2.0,1.0,3.0,,,,,CHATHAM SQ,,"75,66777518493",95adbeac-844e-4a5c-b4ab-3b3008da1825,,,CHATHAM,CHATHAM SQ,"MULTILINESTRING ((-73.997996 40.713687, -73.99791 40.713728, -73.997828 40.713772, -73.997748 40.713819), (-73.997748 40.713819, -73.997672 40.71387, -73.9976 40.713923, -73.997532 40.71398), (-73.997532 40.71398, -73.997488 40.714024))"
"MULTILINESTRING ((-74.00998869368 40.709813911083, -74.009544074258 40.710335732103))",494.0,173,189,174,188,10007.0,10038.0,2,1.0,TF,1,,,382.0,,212.261.919,212.261.141,,,,,,1,,X,,1A,1A,,N,25.0,"226,57937525",38.0,,,,2007 Nov 29 12:00:00 AM,2022 May 02 04:20:19 PM,,2.0,,13,13,113610,C,,,10.0,2.0,2.0,4.0,,,,,BROADWAY,TF,"91,22640832967",8b62149e-095f-4c8a-827f-3506a8361046,,,BROADWAY,BROADWAY,"MULTILINESTRING ((-74.009989 40.709814, -74.009544 40.710336))"
"MULTILINESTRING ((-73.998796379691 40.714510114958, -73.998867888397 40.715002839252))",79.921,23,37,26,38,10013.0,10013.0,2,,TF,1,,ST,72.315,,212.260.797,212.261.086,,,,,,1,,,,1A,1A,,N,25.0,"180,60560994",25.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 10:01:44 AM,,,,13,13,126790,H,,,,1.0,2.0,3.0,,,,,MOTT ST,,"72,80096102227",8db84d46-8fb7-4fce-8d20-ee25692b29c5,,,MOTT,MOTT ST,"MULTILINESTRING ((-73.998796 40.71451, -73.998868 40.715003))"
"MULTILINESTRING ((-74.006316145435 40.703469561957, -74.00496190525 40.703351660368, -74.004004956923 40.702655033916), (-74.004004956923 40.702655033916, -74.003829166425 40.702454062673, -74.003680835967 40.702240650244, -74.003561470832 40.702016962266))",178.06,,,,,,,2,,NV,14,,RTE,113.597,,,,,,,,,1,,,,,,,N,,"755,35604541",,,,,2017 Jan 04 11:40:42 AM,2017 Jan 11 02:15:39 PM,,,,13,13,100675,,,,,,,,,,,,PORT LIBERTE-WALL ST FERRY RTE,,"405,69466935389",b72afd0c-8bd1-4c58-ac46-80f802f2df3f,,,PORT LIBERTE-WALL ST FERRY,PORT LIBERTE-WALL ST FERRY RTE,"MULTILINESTRING ((-74.006316 40.70347, -74.004962 40.703352, -74.004005 40.702655), (-74.004005 40.702655, -74.003829 40.702454, -74.003681 40.702241, -74.003561 40.702017))"
"MULTILINESTRING ((-73.996060025123 40.716239880432, -73.995810421115 40.716652900019))",1.833,62,72,0,0,10013.0,10002.0,2,,TW,1,,,1.508,,1.222.602.411,1.222.605.170,,,,,,1,,X,,1F,1A,,N,25.0,"165,62180792",76.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:19:39 PM,,2.0,,13,13,113460,C,,,,4.0,2.0,6.0,,,,,BOWERY,,"66,72102363695",f0fd7982-9e75-4b0e-8eb0-3446c6cfab1d,,,BOWERY,BOWERY,"MULTILINESTRING ((-73.99606 40.71624, -73.99581 40.716653))"
"MULTILINESTRING ((-73.990190317071 40.714061474046, -73.990126730298 40.7133906065))",96.923,1,17,6,18,10002.0,10002.0,2,,TF,1,,ST,87.616,,212.261.320,212.261.984,,,,,,1,,,,1B,1B,,N,25.0,"244,8193731",30.0,,,,2007 Nov 29 12:00:00 AM,2017 Mar 17 09:52:00 AM,,,,13,13,129990,C,,,,1.0,2.0,3.0,,,,,RUTGERS ST,,"98,78005301134",e4ec6dcd-4a03-4a3a-a683-40cb5f165cca,,,RUTGERS,RUTGERS ST,"MULTILINESTRING ((-73.99019 40.714061, -73.990127 40.713391))"
"MULTILINESTRING ((-74.012245305535 40.701457512688, -74.012244466724 40.701399267743, -74.012194619937 40.70135040249))",79.691,,,,,10004.0,10004.0,2,,FT,1,,ST,72.129,,1.222.607.169,1.222.600.579,,,,,,1,,,,1B,1B,,N,25.0,"22,53849115",20.0,,,,2007 Nov 29 12:00:00 AM,2019 Apr 15 03:24:37 PM,,2.0,,13,13,130640,C,,,,1.0,0.0,1.0,,,,,SOUTH ST,,"17,62350369705",42f5109e-4ce0-4915-9fb2-1293ea6fe00e,,,SOUTH,SOUTH ST,"MULTILINESTRING ((-74.012245 40.701458, -74.012244 40.701399, -74.012195 40.70135))"
"MULTILINESTRING ((-74.003561470832 40.702016962266, -74.002035309004 40.702802842467))",178.906,,,,,,,2,,NV,14,,RTE,113.975,,,,,,,,,1,,,,,,,N,,"612,1387667",,,,,2017 Feb 23 02:37:05 PM,2021 Apr 20 05:21:37 PM,,,,13,13,100869,,,,,,,,,,,,STATUE OF LIBERTY FERRY RTE,,"205,37713500205",a0591a70-664e-4d97-b405-3d2578703ead,,,STATUE OF LIBERTY FERRY,STATUE OF LIBERTY FERRY RTE,"MULTILINESTRING ((-74.003561 40.702017, -74.002035 40.702803))"
"MULTILINESTRING ((-74.006461588595 40.703279445352, -74.006671776081 40.702677197156, -74.00541433816 40.701587969159), (-74.00541433816 40.701587969159, -74.005340642688 40.701526856497, -74.005273936883 40.701461257881, -74.005214690183 40.701391634945), (-74.005214690183 40.701391634945, -74.005163320318 40.701318477964, -74.005120187926 40.701242301514, -74.005085596545 40.701163641668))",178.747,,,,,,,2,,NV,14,,RTE,113.9,,,,,,,,,1,,,,,,,N,,"755,26593656",,,,,2016 Dec 30 12:20:38 PM,2017 Feb 16 04:32:52 PM,,,,13,13,100673,,,,,,,,,,,,PORT IMPERIAL-WALL ST FERRY RTE,,"377,02378319187",b3d4f31e-5187-49fc-8252-c78f736a90af,,,PORT IMPERIAL-WALL ST FERRY,PORT IMPERIAL-WALL ST FERRY RTE,"MULTILINESTRING ((-74.006462 40.703279, -74.006672 40.702677, -74.005414 40.701588), (-74.005414 40.701588, -74.005341 40.701527, -74.005274 40.701461, -74.005215 40.701392), (-74.005215 40.701392, -74.005163 40.701318, -74.00512 40.701242, -74.005086 40.701164))"
"MULTILINESTRING ((-74.016733485684 40.706491997621, -74.017575674546 40.706848105307))",122.85,,,,,10280.0,10280.0,2,,TW,1,,PL,100.306,,1.222.601.916,1.222.606.586,,,,,,1,,,,1A,1A,,N,25.0,"267,12281364",36.0,,,,2007 Nov 29 12:00:00 AM,2024 Apr 10 01:15:28 PM,,,,13,13,110115,C,,,,2.0,2.0,4.0,,,,,2 PL,,"107,35027543322",597b39ba-1a30-43f0-9f4c-0f520130329b,,,2,2 PL,"MULTILINESTRING ((-74.016733 40.706492, -74.017576 40.706848))"
"MULTILINESTRING ((-73.996060025123 40.716239880432, -73.995912144312 40.716171288673, -73.995772937324 40.716092888838, -73.995643524446 40.716005311828), (-73.995643524446 40.716005311828, -73.995524948183 40.715909262751, -73.995418161633 40.71580551431, -73.995324024165 40.715694901389))",16.555,,,,,10002.0,10002.0,2,,TF,1,,BRG,14.765,,1.222.607.222,212.261.620,,,,,V,1,,,,1A,1A,,N,35.0,"257,06653352",26.0,,,,2007 Nov 29 12:00:00 AM,2023 Oct 17 09:27:14 AM,,3.0,,13,13,197950,V,,,10.0,2.0,0.0,2.0,,,,,MANHATTAN BRG,,"115,89577350072",d6a77c3c-21b6-4a6e-a195-6d2f90cd30b9,,,MANHATTAN,MANHATTAN BRG,"MULTILINESTRING ((-73.99606 40.71624, -73.995912 40.716171, -73.995773 40.716093, -73.995644 40.716005), (-73.995644 40.716005, -73.995525 40.715909, -73.995418 40.715806, -73.995324 40.715695))"
"MULTILINESTRING ((-73.997482594138 40.711259524943, -73.996778553104 40.711354495569))",115.211,,,,,10038.0,10038.0,2,,FT,1,,ST,99.347,,212.260.088,212.261.346,,,,,,1,,,,1A,1A,,N,25.0,"198,06428722",20.0,,,,2009 Jun 16 12:00:00 AM,2017 Mar 17 09:55:31 AM,,,,13,13,126390,H,,,,1.0,1.0,2.0,,,,,MONROE ST,,"79,60483132795",764db57d-9e61-4651-85e7-db607e7d5c0a,,,MONROE,MONROE ST,"MULTILINESTRING ((-73.997483 40.71126, -73.996779 40.711354))"
"MULTILINESTRING ((-73.992050960276 40.710063389355, -73.991910805136 40.709815183733))",165.573,,,,,10002.0,10002.0,2,,TF,3,,BRG,108.385,,212.260.114,212.261.867,,,,,V,1,,,,1A,1A,,N,35.0,"404,2321854",22.0,,,,2007 Nov 29 12:00:00 AM,2023 Apr 07 11:48:07 AM,,3.0,,17,17,197950,V,,,10.0,2.0,0.0,2.0,,,,,MANHATTAN BRG,,"39,64907272794",987ea5e9-03ad-4494-bec3-50c6a726d69b,,,MANHATTAN,MANHATTAN BRG,"MULTILINESTRING ((-73.992051 40.710063, -73.991911 40.709815))"
